Supplier_ID,URL,SKU,Title,Price,Original Price,Savings,Manufacturer_EAN,Products_Model,Manufacturer_name,Manufacturer_Series,Shipping_Time
1,https://www.megabad.com/hersteller-burgbad-euro-spiegelschraenke-spiegelschrank-mit-a-764767.htm,764767,"burgbad Euro Spiegelschrank mit LED-Beleuchtung 80 cm, mit 2 Türen","557.93
                                                         €",809.20,"251.27
                                                 €",NA,SPGS080-F3863,burgbad,Euro,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-euro-spiegelschraenke-spiegelschrank-mit-a-764737.htm,764737,"burgbad Euro Spiegelschrank mit LED-Beleuchtung 100 cm, mit 2 Türen","607.14
                                                         €",880.60,"273.46
                                                 €",NA,SPGS100-F3863,burgbad,Euro,Ca. 9-17 Werktage
1,https://www.megabad.com/hersteller-kermi-duschkabinen-serie-tusca-pendeltuer-a-421979.htm,421979,Kermi Tusca Pendeltür 1-flügelig 120 cm mit Festfeld links und Wandprofil,"847.52
                                                         €",1412.53,"565.01
                                                 €",NA,TU1NL12020VAK,Kermi,Tusca,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-kermi-duschkabinen-serie-tusca-eckeinstieg-a-425435.htm?varid=425438,425435,"Kermi Tusca Eckeinstieg 2-teilig 120 x 200 cm, Halbteil links mit Wandprofil","963.19
                                                         €",1605.31,"642.12
                                                 €",NA,TUEPL12320VPK,Kermi,Tusca,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-kermi-duschkabinen-serie-tusca-eckeinstieg-a-425396.htm?varid=425399,425396,"Kermi Tusca Eckeinstieg 2-teilig 120 x 200 cm, Halbteil rechts mit Wandprofil (Kopie)","963.19
                                                         €",1605.31,"642.12
                                                 €",NA,TUEPR12320VPK,Kermi,Tusca,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-emco-spiegelschraenke-asis-prestige-2-a-630670.htm,630670,"Emco asis prestige 2 LED-Lichtspiegelschrank 158,8 cm, ohne light System","2204.03
                                                         €",4203.20,"1.999.17
                                                 €",NA,989707010,Emco,asis prestige 2,Ca. 25-33 Werktage
1,https://www.megabad.com/hersteller-viega-ablauftechnik-badewannen-zubehoer-varioplex-a-348070.htm,348070,Viega Varioplex-Ablauf mit Geruchsverschuss Modell 6931.45,"18.73
                                                         €",37.49,"18.76
                                                 €",NA,101220,Viega,NA,Ca. 4-9 Werktage
1,https://www.megabad.com/hersteller-kermi-duschkabinen-serie-raya-seitenwand-a-357977.htm?varid=357979,357977,"Kermi Raya Seitenwand starr 90 cm, für Eckeinbau oder U-Kabine","479.05
                                                         €",760.41,"281.36
                                                 €",NA,RATWD093201PK,Kermi,Raya,Ca. 25-33 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013618.htm,1013618,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Stangengriff P95","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F2009-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013360.htm,1013360,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0200","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F2009-C0001-G0200,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1012340.htm?varid=1012346,1012340,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 83 cm, mit Stangengriff P95","1134.71
                                                         €",1783.81,"649.10
                                                 €",NA,SFAN083-F2012-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013204.htm?varid=1013210,1013204,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0146","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F2012-C0001-G0146,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1012388.htm?varid=1012394,1012388,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 83 cm, mit Griff G0146","1134.71
                                                         €",1783.81,"649.10
                                                 €",NA,SFAN083-F2012-C0001-G0146,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1012340.htm?varid=1012349,1012340,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 83 cm, mit Stangengriff P95","1134.71
                                                         €",1783.81,"649.10
                                                 €",NA,SFAN083-F2632-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013204.htm?varid=1013213,1013204,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0146","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F2632-C0001-G0146,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013618.htm?varid=1013630,1013618,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Stangengriff P95","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F3180-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1012340.htm?varid=1012352,1012340,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 83 cm, mit Stangengriff P95","1134.71
                                                         €",1783.81,"649.10
                                                 €",NA,SFAN083-F3180-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013204.htm?varid=1013216,1013204,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0146","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F3180-C0001-G0146,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1012388.htm?varid=1012400,1012388,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 83 cm, mit Griff G0146","1134.71
                                                         €",1783.81,"649.10
                                                 €",NA,SFAN083-F3180-C0001-G0146,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013360.htm?varid=1013375,1013360,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0200","1255.07
                                                         €",1973.02,"717.95
                                                 €",NA,SFAN103-F3437-C0001-G0200,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013822.htm,1013822,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Stangengriff P95","1295.21
                                                         €",2036.09,"740.88
                                                 €",NA,SFAO103-F2009-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013786.htm,1013786,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0146","1295.21
                                                         €",2036.09,"740.88
                                                 €",NA,SFAO103-F2009-C0001-G0146,burgbad,Eqio,Ca. 33-53 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013822.htm?varid=1013825,1013822,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Stangengriff P95","1295.21
                                                         €",2036.09,"740.88
                                                 €",NA,SFAO103-F2010-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013822.htm?varid=1013828,1013822,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Stangengriff P95","1295.21
                                                         €",2036.09,"740.88
                                                 €",NA,SFAO103-F2012-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013822.htm?varid=1013834,1013822,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Stangengriff P95","1295.21
                                                         €",2036.09,"740.88
                                                 €",NA,SFAO103-F3180-C0001-P95,burgbad,Eqio,Ca. 17-25 Werktage
1,https://www.megabad.com/hersteller-burgbad-eqio-moebelkombinationen-inkl-keramik-a-1013786.htm?varid=1013798,1013786,"burgbad Eqio Möbelkombination inkl. Keramik-Waschtisch 103 cm, mit Griff G0146","1295.21
                                                         €",2036.09,"740.88
                                                 €",NA,SFAO103-F3180-C0001-G0146,burgbad,Eqio,Ca. 33-53 Werktage
1,https://www.megabad.com/hersteller-dornbracht-ersatzteile-verschiedenes-einsteckwinkel-brausestange-a-72259.htm?varid=196856,72259,Dornbracht Einsteckwinkel 35° für Brausestange,"39.94
                                                         €",52.72,"12.78
                                                 €",NA,28411970-08,Dornbracht,serienübergreifend,Ca. 25-33 Werktage
1,https://www.megabad.com/bette-zubehoer-abnehmbarer-untertritt-pool-comfort-a-39444.htm,39444,Bette abnehmbarer Untertritt zu Pool I comfort,"227.74
                                                         €",397.46,"169.72
                                                 €",NA,6051-000,Bette,NA,Ca. 17-25 Werktage
